ID,URL,Recipe Name,Ingredients,Instructions
56d38799,https://www.gretchensveganbakery.com/pumpkin-cinnamon-buns/,Pumpkin Spiced Cinnamon Buns,"['Warm Plant Milk 1½ cup (360ml) *approx 115°F', 'Soft Vegan Butter ½ cup (113g)', 'Granulated Sugar ½ cup (100g)', 'Dry Yeast 3 teaspoons', 'Canned Pumpkin 1 cup (240g)', 'All Purpose Flour 5-6 cups (625g - 750g) *see notes for success', 'Cardamom 1 teaspoon', 'Salt 1 teaspoon']","['Grease a 9"" X 13"" X 2"" cake pan, no parchment paper! set aside for later.', 'Combine all the ingredients for the sugar filling together in a small bowl, reserve for later', 'Combine the yeast with the warm milk and a pinch of sugar and let stand for 5 minutes', 'In a mixing bowl combine all the dry ingredients and blend well', 'Add the milk with the yeast, the pumpkin and the softened butter to the bowl of your stand mixer and add all the sifted dry ingredients.', 'Mix with the dough hook ~ you may need to help it along with a spatula until it forms a soft mass, then let it knead for 5 minutes on medium speed', 'Add flour to adjust the consistency as needed*see video demonstration', 'Turn mixer speed to low and mix for another 3 minutes', 'Once it is to desired consistency and properly kneaded for a total of about 8 minutes', 'Turn out to a lightly floured surface and continue to knead until it is no longer super sticky to your hands of the table', 'Transfer to a lightly oiled bowl covered and let rise to double in a warm spot', 'Roll out on a lightly floured surface to 12"" x 18"" and about ½"" thick', 'Brush with melted butter and then spread evenly with the sugar spice mixture', 'Roll up then cut into desired portions ~ cutting the log into 12 pieces for giant bakery size buns', 'Place them in a lightly greased 9"" x 13"" pan', 'Cover loosely and let rise again covered in a warm spot. 35 - 60 minutes depending on the conditions in your area', 'Once they are light and fluffy and puffy and almost doubled in size and the buns are almost touching each other, bake in a preheated 350°F oven for approx 35 - 45 minutes depending on the size of your buns * see video demonstration', 'While the buns are baking you can prepare the cream cheese icing recipe according to the recipe post on that page', 'Cool slightly then top generously with Cream Cheese Icing and a sprinkle of cinnamon']","[('plant milk', 1.0, 'cup'), ('vegan butter', 0.5, 'cup'), ('granulated sugar', 0.5, 'cup'), ('dry yeast', 3.0, 'teaspoons'), ('pumpkin', 1.0, 'cup'), ('all purpose flour', 5.0, 'cups'), ('cardamom', 1.0, 'teaspoon'), ('salt', 1.0, 'teaspoon')]"
0582be49,https://eatlittlebird.com/swedish-cinnamon-buns/,"Eat, Little Bird","['600 g(4 cups) whitebread flour', '110 g(1/2 cup)caster sugar', '1 teaspoonfine salt', '14 ginstant dried yeast (see Kitchen Notes below)', '1egg, at room temperature', '375ml (1 1/2 cup) milk, warmed to 37°C/98°F', '60 g(4 tablespoons) unsalted butter, softened']","['Measure the flour, sugar, salt and yeast into the bowl of an electric stand mixer.', 'Lightly mix the ingredients together using the dough hook.', 'Add the egg to the bowl.', 'Slowly pour in the warm milk, and continue mixing until everything comes together into a rough dough.', 'Add the butter, one tablespoon at a time. Once the butter has been fully incorporated into the dough, add the next tablespoon of butter.', 'Once all of the butter has been added, continue kneading the dough onmedium speedfor about15 to 20 minutes.', 'The dough is ready when it is soft and smooth, and no longer sticks to the side of the bowl. The dough will be somewhat sticky from the butter and egg.']","['whitebread flour', 600.0, 'g'], ['caster sugar', 110.0, 'g'], ['salt', 1.0, 'teaspoon'], ['instant dried yeast', 14.0, 'g'], ['egg', 1.0, none], ['milk', 375.0, 'ml'], ['unsalted butter', 60.0, 'g']"
d4e2fa1e,https://ritzymom.com/2018/09/13/chai-spiced-cinnamon-rolls/,Chai Spiced Cinnamon Rolls,"['2 1/4tspyeast', '1cupwarm milk(2 % or whole)', '6Tablespoonsbuttermelted', '1largeegg', '1largeegg yolk', '2tablespoonsbrown sugar', '1teaspoongranulated sugar', '1/2teaspoonvanilla extract', '3cupsbread flour', '3/4teaspoonsalt', '3/4teaspoonground cinnamon', '1/4teaspoonground cardamom', '1/8teaspoonground cloves', '1/8teaspoonground ginger']","['Use your stand mixer with the dough hook,Warm your milk and place in the bowl of your stand mixer (to 105-110 degrees).Sprinkle on yeast and let it proof for about 5 minutes.In a separate bowl, combine your egg, egg yolk,, and vanilla. Then add it to your milk mixture. Use a wooden spoon to combine.Add your bread flour, sugars, and spices and salt. Use spoon to make the dough come together. Then move to stand mixer. Set to speed 8 and let it knead for 8-10 minutes.Then put in a buttered bowl and cover. Let rise for 90 minutes in a draft free area.']","[('yeast', 2.25, 'tsp'), ('milk', 1.0, 'cup'), ('butter', 6.0, 'tbsp'), ('egg', 1.0, none), ('egg yolk', 1.0, none), ('brown sugar', 2.0, 'tbsp'), ('granulated sugar', 1.0, 'tsp'), ('vanilla extract', 0.5, 'tsp'), ('bread flour', 3.0, 'cup'), ('salt', 0.75, 'tsp'), ('ground cinnamon', 0.75, 'tsp'), ('ground cardamom', 0.25, 'tsp'), ('ground cloves', 0.125, 'tsp'), ('ground ginger', 0.125, 'tsp')]"
d067c748,https://topwithcinnamon.com/spiced-birthday-sugar-buns/,Overnight Spiced Sugar Buns,"['1 1/2cupswhite bread flour', '3/4cupwholemeal flour', '1tspsalt', 'a 7g packet, (2 1/4 tsp) active dried yeast', '1tbspraw sugar', '3or 4 cardamom pods', '3/4cupunsalted butter, , cold', '1egg', '1/4cupcold water', '3/4cupcold milk']","['Place the flours, salt and yeast into a food processor and briefly pulse together until blended.', 'Place the sugar and cardamom pods into a coffee grinder, blender or pestle + mortar and grind until fine. Add the cardamom sugar to the food processor. Cut the butter into 6 large chunks and scatter over the flour. Pulse in 3 times. Whisk together the egg, water and milk then pour into the food processor. Pulse together until a shaggy dough forms - you should still be able to see chunks of butter all over the place. Transfer the dough to a bowl and freeze for 30 minutes.', 'Roll the cold dough out on a floured surface into a 20-inch square. Fold the left third of the dough into the middle and then the right third into the middle so that it overlaps the other fold, like a business letter (see the .gif below the recipe). Rotate the dough 90-degrees clockwise so that the long edge is facing you and roll out again into a 20-inch square. Repeat the folding, rotating and rolling four more times (so you have completed a total of 5 fold and rolls) (see notes). Wrap the 20-inch square of dough in cling film and put it back into the freezer for 10 minutes.']","[('white bread flour', 1.5, 'cups'), ('wholemeal flour', 0.75, 'cups'), ('salt', 1.0, 'tsp'), ('active dried yeast', 7.0, 'g'), ('raw sugar', 1.0, 'tbsp'), ('cardamom pods', 3.0, none), ('unsalted butter', 0.75, 'cups'), ('egg', 1.0, none), ('cold water', 0.25, 'cups'), ('cold milk', 0.75, 'cups')]"
ac20ff69,https://www.lionsbread.com/hawaij-spice-rolls-with-coffee-glaze-recipe/,Hawaij Spice Rolls with Coffee Glaze,"['3/4cupbuttermilkat room temperature', '1stick unsalted buttermelted', '1egg', '1/4cupbrown sugar', '2teaspoonsdry active yeast', '3cupsunbleached ap flour', '1/2teaspoonbaking soda', '1teaspoonkosher salt']","['In the bowl of a stand mixer fitted with the dough hook attachment, combine the buttermilk, dry active yeast, melted butter, egg, and brown sugar. Use a fork or small whisk to combine, dissolving the yeast. Turn the mixer on low, and add unbleached all purpose flour, baking soda, and kosher salt. Mix for 2-3 minutes, scraping the sides occasionally with a rubber spatula. Turn the mixer off, and cover the bowl with a clean kitchen towel, and let the dough rest for 5 minutes. Then, continue to mix/knead the dough on medium speed for 3-4 minutes, until the surface of the dough is smooth. Place the dough in a lightly oiled bowl, and cover with plastic wrap, beeswax wrap, or a clean kitchen towel, and let rise at room temperature for 1½-2 hours, or until the dough has doubled in size.']","[('buttermilk', 0.75, 'cup'), ('butter', 1.0, 'stick'), ('egg', 1.0, none), ('brown sugar', 0.25, 'cup'), ('dry active yeast', 2.0, 'teaspoons'), ('flour', 3.0, 'cup'), ('baking soda', 0.5, 'teaspoon'), ('kosher salt', 1.0, 'teaspoon')]"
da8b7c71,https://tonisrecipes.com/pumpkin-spice-cinnamon-rolls/,Toni's Recipes,"['3/4CupWhole Milkwarm, 110 degrees', '1/4CupGranulated White Sugar', '2 1/4TspActive YeastActive Dry Yeast', '3/4-1CupPumpkin purée', '4tbspsUnsalted Buttermelted', '1LargeeggRoom Temperature', ""3-3/12CupsFlourBread Flour or Sifted Flour is best. Ive tried this recipe with both amounts of flour, there's flexibility here!""]","['Prepare your ingredients by measuring them out beforehand. This will make the cooking process smooth and straightforward.', 'Heat the milk until it reaches a lukewarm temperature, similar to bathwater. In the microwave, 35-45 seconds with a stir should do the trick. Combine the warm milk with active dry yeast and a teaspoon of sugar. Mix thoroughly and let it rest for 10 minutes.', 'If bubbles have formed after 10 minutes, give it a mix. Then, add in melted butter, egg, sugar, and pumpkin puree. Continue mixing until the mixture achieves a smooth consistency.', 'Gradually incorporate the flour into the mixture, ensuring thorough mixing until the wet and dry ingredients are fully combined.', ""If your dough is sticky, use your hands to bring it together. Don't worry if it's a bit flaky or has some crumbly parts. Flour a dry surface and start kneading by hand for 7-8 minutes. Alternatively, you can use a stand mixer with a hook attachment for this step."", 'Once your dough is smooth, transfer it to a large, buttered bowl. Cover it with a damp towel and place it in a cool, dry spot for approximately 60 minutes or until the dough doubles in size.', 'After your dough has doubled, transfer it to a floured surface and roll it out into a large rectangle. Spread a generous layer of softened butter over the dough. Mix cinnamon and sugar, then sprinkle it across the dough. Roll the dough tightly to form a nice log. Cut the log into 12 equal pieces (there might be leftovers).', 'Place in a buttered up 13×9 baking dish, over parchment paper and cover with a damp towel, and allow it to rise for the second time or until it has doubled in size.', 'Create the frosting by combining powdered sugar, latte mix, cream cheese, and vanilla. Mix the ingredients by hand or use a hand mixer for a smooth and creamy consistency.', 'Bake the cinnamon rolls at 350 degrees for 25-35 minutes or until they are nice and soft on the inside, with a golden brown exterior.', 'After 5 minutes, generously glaze the cinnamon rolls with the frosting. Serve them warm and enjoy!']","[('whole milk', 0.75, 'cup'), ('granulated white sugar', 0.25, 'cup'), ('active dry yeast', 2.25, 'tsp'), ('pumpkin purée', 0.75, 'cup'), ('unsalted butter', 4.0, 'tbsps'), ('egg', 1.0, none), ('flour', 3.0, 'cups')]"
746bc8c0,https://annabanana.co/twisted-cinnamon-buns/,Twisted Cinnamon Buns,"['▢250mlmilkany type', '▢60gunsalted buttercubed', '▢500gstrong white bread flour', '▢15gfast-action dried yeast', '▢100gcaster sugar', '▢1teaspoonsalt', '▢1mediumegg']","['Read the post tips before you start!', 'Place the milk in a small saucepan and heat it up until it is lukewarm. Add cubed butter to the lukewarm milk, swirling the saucepan every now and then to encourage the butter to melt. Remove from the heat and set aside.', 'In a bowl of a freestanding mixer fitted with a hook attachment, mix together the flour, sugar, salt and yeast. Add milk and butter mixture followed by the egg. Mix on low speed until dough comes together, about couple of minutes, then increase the speed to medium and and mix for 8-10 minutes until you have a smooth and elastic dough that no longer sticks to the sides of the bowl.', 'Transfer the dough to a lightly floured surface and using your hands, roll it into a ball. Place it in a clean, large bowl, lightly greased with some olive oil. Cover the bowl with clingfilm or reusable kitchen wrap (clean shower cup works great here!) and leave somewhere warm for an hour or until it doubled in size (depending on the temperature in your kitchen, this may take more, or less than 1 hour).', 'In a meantime, prepare the filling. Place softened butter and brown sugar in a bowl of a freestanding mixer and beat together on medium speed until pale, fluffy and well combined. Reduce speed to low and add ground cinnamon. Mix until combined and set aside.', 'Remove the dough from the bowl into a lightly floured surface. Gently knock out the air from it, then stretch it into rough rectangle shape. Using a rolling pin, roll the dough into larger rectangle, roughly about 40 x 50 cm, with the longer edge facing you.', 'Spread the filling over ⅔ of the top of the dough, leaving ⅓ of the dough clean. Fold the clean part of the rectangle towards the middle, then fold the other end of the dough on top of that (watch the video to see how easy it is!). Use a rolling pin, roll it over the rectangle to flatten it out and stretch a bit.', 'Using a sharp knife or a pizza cutter, trim off the edges of the rectangle. Divide the rectangle into 12 equal pieces, widthways, each strip roughly about 4 cm across. Next, use a knife or pizza cutter to cut twice down the length of each strip to make three strands. Plait the three strands together, then roll it up along its length to create a knot. Repeat with remaining strips.', 'Lightly grease 12-hole muffin tin, then transfer the knots into it. Cover and allow to prove for 45 minutes to 1 hour, or until they have doubled in size.', ""Preheat the oven to 170 C. Brush the knots with eggwash and bake in the middle shelf of the oven for 15- 18 minutes or until golden brown. Don't worry if some of the filling has leaked. Remove from the oven and allow them to cool only for a minute or so, then transfer the buns onto a cooling rack. Do not leave them to cool in the tin, as it will be hard to remove them later. Dust with some icing sugar (optional) and enjoy them while still a bit warm!""]","[('milk', 250.0, 'ml'), ('butter', 60.0, 'g'), ('bread flour', 500.0, 'g'), ('dried yeast', 15.0, 'g'), ('caster sugar', 100.0, 'g'), ('salt', 1.0, 'teaspoon'), ('egg', 1.0, none)]"
c34096e7,https://sweetcayenne.com/chai-spiced-cinnamon-rolls-with-eggnog-glaze/,Chai-Spiced Cinnamon Rolls with Eggnog Glaze,"['1 ¼cupswhole wheat flour', '1 ½cupsall purpose flourdivided, plus more for dusting counter surface.', '3tablespoonsgranulated sugar', '1teaspoonsalt', '1packet of instant yeastor 2 ¼ teaspoons of instant yeast', '½cupwater', '¼cup1% milk', '2 ½tablespoonsunsalted butter', '1egg']","['Whisk together the powdered sugar and 3 tablespoons of eggnog until a smooth glaze forms. Add the 4 tablespoons of eggnog as needed to reach the desired consistency. The glaze should be the thickness of honey.', ""Spoon the glaze over the still-warm rolls. Let cool slightly to harden, if you can resist not eating a hot one! Or serve them hot and gooey - it's up to you! The rolls will keep in an airtight container for up to 3 days - I like to refrigerate them to prolong the freshness. Enjoy!""]","[('whole wheat flour', 1.0, 'cups'), ('all purpose flour', 1.5, 'cups'), ('granulated sugar', 3.0, 'tablespoons'), ('salt', 1.0, 'teaspoon'), ('instant yeast', 1.0, 'packet'), ('water', 0.5, 'cup'), ('1% milk', 0.25, 'cup'), ('unsalted butter', 2.5, 'tablespoons'), ('egg', 1.0, none)]"
89df812d,https://www.agardenforthehouse.com/new-improved-pumpkin-spiced-cinnamon-rolls/,"New, Improved Pumpkin Spiced Cinnamon Rolls","['1/2 cup warm water', '2 1/4 teaspoons active dry yeast (or, use instant yeast)', '1/2 cup warm milk', '1/3 cup sugar', '1 large egg', '1/3 cup vegetable shortening (or, use softened butter)', '1 teaspoon kosher salt', '3/4 cup pumpkin puree', '1 teaspoon pumpkin pie spice', '4 cups all-purpose flour', 'Non-stick vegetable spray (for greasing)']","['In a large mixing bowl, whisk together the water and yeast. Then whisk in the milk, sugar, egg, shortening, salt, puree, and pumpkin pie spice. Stir in the flour to form a stiff dough. Spray the work surface and hands with vegetable spray. Transfer the dough to the prepared work surface, and knead the dough until it is fairly smooth and elastic -- 4-5 minutes.', 'Wash out, dry, and lightly grease the mixing bowl. Add the kneaded dough, flipping it to grease the other side. Cover the bowl with cling film and let rise in a warm location until doubled in volume -- about 90 minutes.']","['(water, 0.5, cup)', '(yeast, 2.25, teaspoons)', '(milk, 0.5, cup)', '(sugar, 0.33, cup)', '(egg, 1.0, none)', '(shortening, 0.33, cup)', '(salt, 1.0, teaspoon)', '(pumpkin puree, 0.75, cup)', '(pumpkin pie spice, 1.0, teaspoon)', '(flour, 4.0, cups)', '(vegetable spray, 1.0, none)']"
628e7ec1,https://breadbakes.com/cinnamon-rolls/,How to Turn a Classic Cinnamon Roll into a Fall Favorite,"['4eaSweet Apples, Medium size (peeled, cored, chopped)', '1TWater or apple juice']","['Place diced apples into a sauce pan.', 'Add 1 T of water to steam apples.  Cover pan with lid.', 'Cook over medium-low heat, stirring occasionally, for 20 minutes or until apples are softened and water is evaporated.', 'Using a stick blender, puree apples until they are smooth.', 'Measure 250 g of apple puree for the dough and reserve the remainder.']","[('apples', 4.0, 'ea'), ('water', 1.0, 't')]"
7776bebe,https://indiaphile.info/chai-spiced-sticky-buns-for-bake-sale/,Chai-Spiced Sticky Buns for Bake Sale,"['¼cupsugar', '1tspchai masala', '1tspcinnamon', '½tspground cardamom seeds']",['Mix together in a small bowl and set aside.'],"[('sugar', 0.25, 'cups'), ('chai masala', 1.0, 'tsp'), ('cinnamon', 1.0, 'tsp'), ('ground cardamom seeds', 0.5, 'tsp')]"
fe72a8b0,https://iambaker.net/pumpkin-pie-cinnamon-rolls-quickest-recipe-ever/,Pumpkin Spice Cinnamon Rolls {Quickest Recipe EVER},"['▢1(13.8 ounce) can store-bought pizza dough', '▢3tbsp.butterroom temperature', '▢1/3cup(67g) packed brown sugar', '▢2tbsp.McCormick® Pure Pumpkin Pie Spice(can also just use cinnamon)']","['Heat oven to 350°F (or 325 degrees in a convection) and prepare an 8 or 9inch round pie dish with bakers spray, goop, or parchment.', 'Open and unroll pizza dough on a lightly floured surface. It should measure about 12inches by 6inches.', 'In a small bowl, combine brown sugar and Pumpkin Pie Spice with a fork.', 'Rub 3 tablespoons butter over dough so that it covers the entire surface.', 'Spread brown sugar and spice mixture over dough making sure it covers the entire surface.', 'Starting at the edge that is 6inches long, roll up the dough.', 'Cut into 6 even pieces.', 'Place in pie dish on its side so that layers of the roll is visible.', 'Bake for 25-35 minutes. Rolls should be dark brown but not burnt.']","[('pizza dough', 13.8, 'ounce'), ('butter', 3, 'tbsp'), ('brown sugar', 1/3, 'cup'), ('pumpkin pie spice', 2, 'tbsp')]"
a6ac5663,https://www.tastesoflizzyt.com/pumpkin-spice-cinnamon-buns/,Pumpkin Spice Cinnamon Buns,"['2packagesdry instant yeast', '1/2cupwhole milk(warmed -110º Fahrenheit)', '¾cuppumpkin puree', '1/3cupgranulated sugar', '1/3cupbrown sugar', '2largeeggs(room temperature)', '1/2cupbutter(room temperature)', '4 ½- 4 ¾cupsall purpose flour', '1/4teaspoonsalt', '1 ½teaspoonscinnamon', '¼teaspoonnutmeg', '¼teaspoonginger', '1/8teaspooncloves']","['In the bowl of a stand mixer fitted with the dough hook add your yeast and a couple teaspoons of the sugar. Pour the warmed milk over the yeast and sugar and lightly whisk to combine. Allow your yeast to sit in the warm milk like this for 5-10 minutes to proof.', 'When you come back to your yeast after 5-10 minutes it should be frothy – this indicates that your yeast is active and good to go.If you come back and your yeast hasn’t gotten frothy or foamed up, discard the contents in your bowl and start over with new fresh packages of yeast and proof again using the same technique.', 'Once you have proofed your yeast, add the remaining sugar to the mixture as well as the softened butter and turn your mixer to low to begin combining the ingredients. Mix for a minute or so until the softened butter is broken up into chunks.', 'Add the eggs & pumpkin to the bowl and allow to mix on low until combined with other ingredients.', 'Whisk together 4 ½ cups flour, cinnamon, nutmeg, ginger, cloves and salt. Slowly begin to add your flour ½ cup at a time allow the flour to incorporate slightly before each addition.', 'Once you have added all of your flour, turn your mixer to medium speed and allow it to mix the dough until a large smooth mass forms. The dough should be soft and a bit sticky, but not so wet that it is sticking to the sides of the bowl. If you find that your dough is sticking to the sides of your bowl, add a bit more flour 1 tbsp at a time until it comes away from the sides of the bowl. Allow to turn on medium speed for 7 minutes.', 'Remove dough from bowl – it should be smooth and elastic. Knead with your hands for an additional 2 minutes on a lightly floured surface.', 'Next, place your dough into a large greased bowl, lightly grease the top of your dough and cover with a dry tea towel. Set your dough aside to rise in a warm place for 30 minutes to one hour or until doubled.', '** My oven has a warming function, so I usually set the warming function to low and let my dough sit in here to rise. If your oven has this feature, this is a great way to let your dough rise. If not, simply preheat your oven to about 200 degrees, shut it off and place the dough in there to rise as there will be enough residual heat in your oven to keep it nice a warm.', 'Next, make the filling. In a small mixing bowl beat together butter, brown sugars, cinnamon, nutmeg, ginger and cloves and vanilla until fluffy. Add flour and beat until combined.', 'Once your cinnamon bun dough has risen, punch dough down and turn out onto a lightly floured surface. Roll out into a rectangle that is ¼ inch thick.This will be a large rectangle about 24"" long and 15"" wide. Sizes may vary and that\'s ok!', ""Spread brown sugar filling out across the dough, leaving a 1 inch border at the bottom. If you'd like to add pecans, sprinkle them across the surface of the dough evenly and gently press down into the sugar filling. The nuts are optional."", 'Roll dough up jelly-roll style and pinch the end together to seal. Cut into 16 even  rolls.', 'Spray a large 10x15"" baking pan with cooking spray. Place the cinnamon rolls cut side up in 4x4 pattern. Cover and set aside to rise again in a warm place for another 30 minutes.', 'While your rolls are rising, preheat your oven to 350º Fahrenheit. Sprinkle with granulated sugar and bake for 20-25 minutes or until golden. Remove from oven and allow to cool 5-10 minutes before frosting with cream cheese icing. (The frosting will melt in. If you want the frosting to sit on top, wait until the rolls are cooled.)']","[('yeast', 2.0, 'packages'), ('milk', 0.5, 'cup'), ('pumpkin puree', 0.75, 'cup'), ('sugar', 0.33, 'cup'), ('eggs', 2.0, none), ('butter', 0.5, 'cup'), ('flour', 4.5, 'cups'), ('salt', 0.25, 'teaspoon'), ('cinnamon', 1.5, 'teaspoons'), ('nutmeg', 0.25, 'teaspoon'), ('ginger', 0.25, 'teaspoon'), ('cloves', 0.13, 'teaspoon')]"
18a0ccb3,https://thevegan8.com/cinnamon-roll-spice-oatmeal/,Cinnamon Roll Spice Oatmeal,"['1 1/2cups (170g)old-fashioned oats (not instant) (use gluten-free if needed)', '2 1/4cupswater (plus extra for overnight soaking)', '1/4teaspoonfine sea salt', '1 1/2teaspoonscinnamon', '1/4teaspoonground ginger (add 1/2 teaspoon for a more spicy flavor)', '1/8teaspoonallspice', '3tablespoonspure maple syrup', '1/2teaspoonvanilla', '2-4tablespoonspecan halves']","[""I recommend soaking your oats the night before. If you don't want to soak overnight, then at least 1-2 hours will give better results. Do not skip soaking! I have written the recipe based on this method. This will ensure a much smoother, creamier oatmeal as well. You also need less water to cook them with this way. If you don't soak them, you will need to probably add 3 cups of water instead of 2 1/4 and likely add more spices/flavor to compensate for the extra water. To soak, simply add your oats to a bowl and cover well with warm water and juice from half a lemon. Stir and cover with a towel. (The lemon helps break down the phytic acid) Soak overnight. Was that so hard?"", ""In the morning, rinse the oats well. Add to a medium pot with the 2 1/4 cups water, salt, cinnamon, ginger, allspice and syrup. Stir well and turn the heat to high. Once boiling, turn to simmer and cover. Cook for about 8 minutes, or to desired consistency. Check it a few times to make sure it doesn't stick to the bottom. Immediately stir in the vanilla."", 'Add pecans and drizzle with some optional coconut butter ""icing"". Taste and add any additional sweetener or spice, if desired. Just leave off the icing if you are watching your fat intake, as it is completely delicious without it.']","('[oats, water, salt, cinnamon, ginger, allspice, maple syrup, vanilla, pecan]', 1.5, 'cups'), ('water', 2.25, 'cups'), ('salt', 0.25, 'teaspoon'), ('cinnamon', 1.5, 'teaspoons'), ('ginger', 0.25, 'teaspoon'), ('allspice', 0.125, 'teaspoon'), ('maple syrup', 3.0, 'tablespoons'), ('vanilla', 0.5, 'teaspoon'), ('pecan', 2.0, 'tablespoons')"
5595e596,https://spicedblog.com/texas-sized-cinnamon-buns/,Texas-sized Cinnamon Buns,"['2cupsconfectioner’s sugar', '⅓cupheavy cream', '4Tbspunsalted buttermelted']","['Warm the milk in a medium saucepan over low heat until it reaches about 100 degrees F.  Remove from heat and sprinkle yeast and 1/4 tsp sugar on top.  (Don’t stir it in.)  Set aside until foamy, about 5 minutes.  Whisk in the melted butter, egg yolk, and vanilla.', 'In the bowl of a countertop mixer with the dough hook attached, add the flour, remaining 1/4 cup sugar, salt, and nutmeg.  Stir until combined.  Make a well in the center and pour in the yeast mixture.  Mix on low speed until thick and slightly sticky.  Increase to medium speed and mix for 6 minutes, or until dough gathers around the hook.', 'Remove the dough and shape into a large ball.  Lightly butter the mixing bowl, and return the dough to the bowl, turning to coat with butter.  Cover with plastic wrap and let rise in a warm place until doubled in size, about 1 hour 15 minutes.', 'Turn the dough out onto a lightly-floured countertop, and roll the dough into a 12×14-inch rectangle with the longer side facing you.', 'Spread the softened (not melted!) butter evenly across the top of the dough, leaving a 1/2-inch border on the far long edge.  Combine the cinnamon and sugar, and sprinkle evenly over the butter.', 'Brush the unbuttered far edge with water.  Roll the dough away from you into a tight cylinder and pinch along the long edge to seal.', 'Cut the cylinder with a sharp knife into 6 equal-sized buns.  Gently shape the rolls into rounds and place on a well-buttered sheet pan, leaving space between each bun.  Cover and let rise in a warm place until doubled, about 40 minutes.  Preheat oven to 325 degrees F.', 'Bake the buns until golden brown, about 35 minutes.  Allow them to cool in the pan for 15 minutes.', 'While the buns are cooling, make the glaze by sifting the confectioner’s sugar into a bowl.  Whisk in the cream and melted butter.', 'Transfer the buns onto a cookie rack and spoon the glaze on top while still warm.']","[('confectioner’s sugar', 2.0, 'cups'), ('heavy cream', 0.33, 'cup'), ('unsalted butter', 4.0, 'tbsp')]"
615d94d2,https://www.ambitiouskitchen.com/best-pumpkin-cinnamon-rolls/,The Best Pumpkin Cinnamon Rolls You’ll Ever Eat,"['For the cinnamon roll dough:', '¾cupmilk (whole, 2% or almond milk will all work)', '¼cupgranulated sugar', '2 ¼teaspoonsquick rise yeast (1/4-ounce package yeast)', '¾cuppumpkin puree', '¼cupmelted butter', '1egg, at room temperature', '4cupsbread flour', '2tablespoonspumpkin pie spice', '3/4teaspoonsalt', 'For the filling:', '2/3cupdark brown sugar', '1 ½tablespoonsground cinnamon', '¼cupbutter, at room temperature', 'For the cream cheese glaze:', '4ouncescream cheese, at room temperature', '3tablespoonsbutter, at room temperature', '1/4cuppowdered sugar', '4tablespoonspure maple syrup', 'Pinchof salt', 'For garnish:', 'Sprinkle of ground cinnamon']","['Warm milk to around 110 degrees F. I like to do this by placing milk in a microwave safe bowl and microwaving it for 45 seconds. It should be like warm bath water. Transfer warm milk and sugar to the bowl of an electric mixer and sprinkle yeast on top. Stir pumpkin puree, room temperature egg and melted butter, mixing until smooth and well combined and creamy. Next stir in bread flour, pumpkin pie spice and salt with a wooden spoon until a dough begins to form.', 'Place dough hook on mixer and knead dough on low speed for 8-10 minutes. Dough should form into a nice ball and be slightly sticky. (If you don’t want to use an electric mixer, you can use your hands to knead the dough for 8-10 minutes on a well-floured surface.)', 'Transfer dough ball to a large bowl greased with olive oil or nonstick cooking spray, then cover with plastic wrap and a warm towel. Allow dough to rise for 1 hour or until doubled in size. This may more or less time depending the humidity and temperature in your home.', 'After dough has doubled in size, transfer dough to a well-floured surface and roll out into a 14x16 inch rectangle. Spread softened butter over dough, leaving a ¼ inch margin at the far side of the dough.', 'In a small bowl, mix together brown sugar and cinnamon. Use your hands to sprinkle mixture over the buttered dough, then rub the sugar into the butter.', 'Tightly roll dough up the dough, starting from the 14-inch side (the smaller side) and place seam side down making sure to seal the edges of the dough as best you can. You will probably need to cut off about an inch off the ends of the dough as the ends won’t be as full of cinnamon sugar as we’d want it to be. Then cut into 1 inch sections with a serrated knife. You should get 12 rolls. I like to make dents in the dough before cutting as demonstrated in the photos, to make 12 even rolls.', 'Place cinnamon rolls in a greased 9x13 inch baking pan. I highly recommend lining the pan with parchment paper as well, in case any of the filling ends up leaking out. Cover with plastic wrap and a warm towel and let the cinnamon rolls rise again for about 30 minutes, then preheat your oven.', 'Preheat oven to 350 degrees F. Remove plastic wrap and towel and bake the cinnamon rolls for 20-25 minutes or until just slightly golden brown on the edges. You want to under bake them a little so they stay soft in the middle, that’s why we want them just slightly golden brown. Allow them to cool for 10 minutes before frosting. Makes 12 cinnamon rolls', 'To make the frosting: In the bowl of an electric mixer or in a medium bowl, combine cream cheese, butter, powdered sugar, maple syrup and salt. Beat until smooth. Spread over the pumpkin cinnamon rolls and serve! Sprinkle cinnamon rolls with a little cinnamon for a pretty look. Enjoy!']","[('milk', 0.75, 'cup'), ('sugar', 0.25, 'cup'), ('yeast', 2.25, 'teaspoon'), ('pumpkin puree', 0.75, 'cup'), ('butter', 0.25, 'cup'), ('egg', 1.0, none), ('flour', 4.0, 'cup'), ('pumpkin pie spice', 2.0, 'tablespoon'), ('salt', 0.75, 'teaspoon'), ('brown sugar', 0.67, 'cup'), ('cinnamon', 1.5, 'tablespoon'), ('butter', 0.25, 'cup'), ('cream cheese', 4.0, 'ounce'), ('butter', 3.0, 'tablespoon'), ('powdered sugar', 0.25, 'cup'), ('maple syrup', 4.0, 'tablespoon'), ('salt', none), ('cinnamon', none)]"
